,index,INR
879,2021-01-11,73.4572062813
880,2019-10-28,70.7454676648
881,2020-01-21,71.196131354
882,2020-10-13,73.3223042335
883,2021-01-08,73.3040816327
884,2018-08-20,69.8248686515
885,2019-12-04,71.5291941161
886,2017-08-03,63.6770657673
887,2017-12-14,64.3701983959
888,2020-02-24,71.9416712886
889,2019-06-17,69.9457005519
890,2017-12-19,64.0298570583
891,2018-10-22,73.556638246
892,2018-09-26,72.6071398143
893,2018-03-09,65.1952648279
894,2017-06-30,64.6201366982
895,2020-03-13,73.7360410663
896,2020-12-04,73.7523645037
897,2020-01-16,70.9293580446
898,2020-11-13,74.6390181972
899,2018-07-17,68.4551977449
900,2018-09-06,71.9593433041
901,2019-07-31,68.7799300511
902,2019-06-24,69.4106547306
903,2020-11-26,73.8365546218
904,2020-10-27,73.6675963489
905,2017-11-27,64.5021753681
906,2017-11-08,64.9874892148
907,2020-04-23,76.0675826216
908,2020-08-14,74.8903750106
909,2018-04-03,65.0097497563
910,2019-10-14,71.185295984
911,2020-06-23,75.4886022265
912,2018-06-07,67.1155795877
913,2019-03-07,69.9884659746
914,2018-08-09,68.6470283792
915,2018-01-11,63.6876924357
916,2019-06-06,69.2508432452
917,2020-01-22,71.1277958153
918,2017-12-20,64.1177712115
919,2020-12-11,73.7779335367
920,2019-12-19,71.0911217055
921,2021-02-10,72.8279871361
922,2018-09-05,71.7522880332
923,2017-08-15,64.119976158
924,2019-05-14,70.4057544985
925,2019-09-10,71.9035326087
926,2020-08-21,74.9409465545
927,2018-11-02,72.4432863274
928,2020-04-30,75.0375137918
929,2017-10-02,65.3069652589
930,2018-05-08,67.0850884583
931,2021-02-26,73.9019882848
932,2017-12-29,63.8751771867
933,2019-03-19,68.9830956154
934,2019-02-14,71.1776712815
935,2018-03-20,65.1979472141
936,2020-09-28,73.7150814053
937,2017-09-25,65.1078621387
938,2019-02-08,71.272254539
939,2020-01-27,71.4217687075
940,2017-10-10,65.2470967195
941,2019-11-12,71.6922378575
942,2017-09-08,63.7848258706
943,2019-03-22,68.9771721819
944,2019-09-05,71.814523422
945,2019-03-12,69.6385809313
946,2019-11-05,70.6895310109
947,2019-11-27,71.3502588791
948,2019-06-07,69.486383394
949,2018-01-19,63.8425132599
950,2020-11-11,74.4195138535
951,2019-11-20,71.8175241884
952,2020-11-25,73.8889823381
